Cruciani_1,Cruciani_2,Cruciani_3,Instability_Index,Boman_Index,Hydrophobicity_Eisenberg,Hydrophobic_Moment,Aliphatic_Index,Isoelectric_Point_Lehninger,Charge_pH7.4_Lehninger,Freq_Tiny,Freq_Small,Freq_Aliphatic,Freq_Aromatic,Freq_Non_polar,Freq_Polar,Freq_Charged,Freq_Basic,Freq_Acidic
-0.344000,-0.150000,-0.032000,8.000000,-0.942000,0.640000,0.248913,136.000000,7.845049,0.033193,0.200000,0.400000,0.400000,0.400000,0.600000,0.400000,0.200000,0.200000,0.000000
-0.040000,0.008000,0.170000,31.440000,2.542000,-0.228000,0.711561,78.000000,9.877730,0.992765,0.200000,0.400000,0.200000,0.200000,0.600000,0.400000,0.200000,0.200000,0.000000
-0.382000,-0.178000,0.008000,8.000000,-1.060000,0.562000,0.078012,78.000000,5.939312,-0.007227,0.400000,0.400000,0.200000,0.400000,0.800000,0.200000,0.000000,0.000000,0.000000
0.186000,0.172000,0.382000,78.900000,3.324000,-0.404000,1.004141,78.000000,11.539912,1.994157,0.200000,0.200000,0.200000,0.200000,0.400000,0.600000,0.400000,0.400000,0.000000
-0.532000,-0.078000,-0.404000,95.880000,-1.176000,0.728000,0.458578,98.000000,3.294999,-1.004386,0.200000,0.200000,0.400000,0.400000,0.800000,0.200000,0.200000,0.000000,0.200000
-0.112000,-0.784000,0.418000,-42.940000,1.166000,0.162000,0.175964,0.000000,6.015000,-0.005094,1.000000,1.000000,0.000000,0.000000,0.400000,0.600000,0.000000,0.000000,0.000000
-0.184000,-0.256000,0.012000,68.060000,2.572000,-0.102000,0.925671,156.000000,6.680050,-0.004924,0.200000,0.400000,0.400000,0.000000,0.600000,0.400000,0.400000,0.200000,0.200000
-0.724000,-0.342000,0.000000,85.040000,-1.496000,0.376000,0.223943,78.000000,5.105964,-0.289767,0.400000,0.800000,0.200000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
-0.532000,0.154000,-0.028000,85.040000,0.420000,0.180000,0.545859,156.000000,11.085000,0.994898,0.000000,0.200000,0.400000,0.200000,0.800000,0.200000,0.200000,0.200000,0.000000
-0.562000,-0.086000,-0.100000,-12.840000,-0.942000,0.526000,0.489619,58.000000,7.845049,0.033193,0.000000,0.400000,0.200000,0.400000,0.800000,0.200000,0.200000,0.200000,0.000000
-0.532000,-0.224000,-0.398000,-37.140000,-0.618000,0.636000,0.452477,78.000000,2.995000,-1.004916,0.200000,0.600000,0.400000,0.400000,0.800000,0.200000,0.200000,0.000000,0.200000
-0.908000,-0.440000,0.056000,85.040000,-1.682000,0.634000,0.278206,60.000000,6.015000,-0.005094,0.600000,0.800000,0.600000,0.200000,1.000000,0.000000,0.000000,0.000000,0.000000
0.172000,-0.030000,-0.118000,-24.060000,0.694000,0.200000,0.236518,78.000000,5.883294,-0.009361,0.200000,0.200000,0.200000,0.400000,0.600000,0.400000,0.000000,0.000000,0.000000
-0.636000,-0.222000,-0.088000,-8.980000,-1.674000,0.778000,0.217563,58.000000,6.015000,-0.005094,0.400000,0.600000,0.200000,0.400000,0.800000,0.200000,0.000000,0.000000,0.000000
-0.646000,0.142000,-0.254000,126.640000,-1.532000,0.576000,0.392650,0.000000,6.015000,-0.005094,0.000000,0.400000,0.000000,0.400000,1.000000,0.000000,0.000000,0.000000,0.000000
-0.294000,0.028000,-0.436000,79.280000,0.300000,0.300000,0.283563,0.000000,3.294999,-1.004386,0.000000,0.400000,0.000000,0.400000,0.800000,0.200000,0.200000,0.000000,0.200000
-0.258000,-0.202000,-0.108000,134.400000,0.722000,0.184000,0.116661,0.000000,6.015000,-0.005094,0.200000,0.400000,0.000000,0.200000,0.600000,0.400000,0.000000,0.000000,0.000000
-0.652000,0.232000,-0.354000,79.280000,-1.658000,0.686000,0.475430,0.000000,6.015000,-0.005094,0.000000,0.400000,0.000000,0.600000,1.000000,0.000000,0.000000,0.000000,0.000000
-0.260000,-0.054000,-0.392000,95.880000,-0.300000,0.594000,0.478749,78.000000,3.294999,-1.004386,0.200000,0.200000,0.200000,0.400000,0.600000,0.400000,0.200000,0.000000,0.200000
0.024000,0.422000,0.204000,-7.080000,4.416000,-0.446000,1.007197,78.000000,11.198300,1.992756,0.000000,0.000000,0.200000,0.400000,0.600000,0.400000,0.400000,0.400000,0.000000
-0.662000,0.142000,-0.286000,103.960000,-2.046000,0.660000,0.454824,78.000000,6.015000,-0.005094,0.000000,0.400000,0.200000,0.400000,1.000000,0.000000,0.000000,0.000000,0.000000
0.166667,-0.376667,0.078333,-21.516667,2.598333,-0.138333,0.205880,65.000000,7.845049,0.033193,0.166667,0.666667,0.166667,0.166667,0.333333,0.666667,0.166667,0.166667,0.000000
-0.891667,-0.271667,-0.095000,8.333333,-2.125000,0.780000,0.116998,65.000000,6.015000,-0.005094,0.333333,0.666667,0.333333,0.333333,1.000000,0.000000,0.000000,0.000000,0.000000
-0.573333,-0.528333,-0.161667,8.333333,-0.196667,0.380000,0.431061,113.333333,2.995000,-1.004916,0.166667,0.833333,0.333333,0.000000,0.833333,0.166667,0.166667,0.000000,0.166667
0.421667,0.041667,-0.088333,-9.033333,5.293333,-0.763333,0.722848,0.000000,7.092401,-0.004428,0.000000,0.166667,0.000000,0.166667,0.333333,0.666667,0.666667,0.333333,0.333333
-0.301667,0.083333,-0.040000,-30.866667,1.946667,0.123333,0.687397,0.000000,11.085000,0.994898,0.166667,0.333333,0.000000,0.500000,0.666667,0.333333,0.166667,0.166667,0.000000
0.115000,0.136667,0.036667,-9.033333,3.338333,-0.463333,0.903647,65.000000,10.105428,0.994865,0.000000,0.166667,0.166667,0.166667,0.500000,0.500000,0.500000,0.333333,0.166667
-0.668333,-0.245000,-0.018333,62.666667,-1.606667,0.598333,0.104426,65.000000,5.939312,-0.007227,0.333333,0.500000,0.166667,0.333333,1.000000,0.000000,0.000000,0.000000,0.000000
-0.191667,0.231667,0.161667,35.233333,1.383333,-0.163333,0.869452,130.000000,11.539912,1.994157,0.000000,0.166667,0.333333,0.166667,0.666667,0.333333,0.333333,0.333333,0.000000
-0.143333,-0.205000,-0.021667,24.733333,0.961667,0.023333,0.283832,81.666667,6.875643,-0.007260,0.166667,0.333333,0.333333,0.166667,0.666667,0.333333,0.333333,0.166667,0.166667
-0.726667,0.105000,-0.253333,79.900000,-2.770000,0.870000,0.311834,113.333333,6.015000,-0.005094,0.000000,0.333333,0.333333,0.333333,1.000000,0.000000,0.000000,0.000000,0.000000
-0.658333,-0.356667,0.031667,69.000000,-1.151667,0.555000,0.176052,48.333333,6.015000,-0.005094,0.333333,0.666667,0.166667,0.166667,0.833333,0.166667,0.000000,0.000000,0.000000
-0.301667,-0.320000,0.148333,23.150000,-0.210000,0.456667,0.390068,16.666667,6.015000,-0.005094,0.666667,0.666667,0.166667,0.333333,0.666667,0.333333,0.000000,0.000000,0.000000
-0.718333,0.046667,-0.261667,53.583333,-2.378333,0.730000,0.276136,113.333333,6.015000,-0.005094,0.000000,0.500000,0.333333,0.333333,1.000000,0.000000,0.000000,0.000000,0.000000
-0.713333,-0.136667,-0.090000,67.733333,-2.185000,0.661667,0.350004,130.000000,6.015000,-0.005094,0.166667,0.500000,0.333333,0.166667,1.000000,0.000000,0.000000,0.000000,0.000000
-0.176667,0.160000,0.190000,23.066667,2.203333,-0.320000,0.712830,65.000000,11.539912,1.994157,0.000000,0.333333,0.166667,0.166667,0.666667,0.333333,0.333333,0.333333,0.000000
0.051667,-0.101667,-0.525000,-10.616667,1.456667,0.170000,0.495505,48.333333,2.810538,-2.004738,0.000000,0.666667,0.166667,0.333333,0.666667,0.333333,0.333333,0.000000,0.333333
-0.036667,0.201667,0.438333,27.866667,6.661667,-0.943333,0.515396,16.666667,12.781557,2.994881,0.166667,0.333333,0.166667,0.166667,0.500000,0.500000,0.500000,0.500000,0.000000
-0.886667,-0.346667,-0.011667,13.716667,-2.020000,0.688333,0.269494,65.000000,6.015000,-0.005094,0.333333,0.666667,0.333333,0.166667,1.000000,0.000000,0.000000,0.000000,0.000000
-0.331429,-0.037143,-0.215714,59.757143,-0.880000,0.480000,0.396522,97.142857,6.015000,-0.005094,0.142857,0.428571,0.285714,0.285714,0.714286,0.285714,0.000000,0.000000,0.000000
-0.201429,-0.001429,-0.258571,71.342857,0.131429,0.355714,0.353430,55.714286,4.836672,-0.968763,0.000000,0.142857,0.142857,0.428571,0.714286,0.285714,0.285714,0.142857,0.142857
-0.644286,-0.075714,-0.230000,-12.900000,-1.742857,0.772857,0.309675,97.142857,6.015000,-0.005094,0.142857,0.428571,0.285714,0.428571,0.857143,0.142857,0.000000,0.000000,0.000000
-0.352857,-0.491429,-0.182857,59.485714,1.200000,0.067143,0.049233,55.714286,2.995000,-1.004916,0.142857,0.714286,0.142857,0.000000,0.714286,0.285714,0.142857,0.000000,0.142857
0.215714,-0.661429,0.055714,51.471429,3.172857,-0.214286,0.272088,14.285714,3.294999,-1.004386,0.571429,0.714286,0.142857,0.000000,0.285714,0.714286,0.142857,0.000000,0.142857
-0.352857,-0.237143,0.045714,75.414286,-0.292857,0.392857,0.080156,14.285714,5.883294,-0.009361,0.428571,0.571429,0.142857,0.428571,0.857143,0.142857,0.000000,0.000000,0.000000
-0.750000,-0.198571,-0.158571,-3.557143,-3.195714,0.928571,0.153346,235.714286,6.015000,-0.005094,0.142857,0.571429,0.714286,0.142857,0.857143,0.142857,0.000000,0.000000,0.000000
-0.220000,-0.118571,-0.087143,112.028571,0.460000,0.175714,0.389415,55.714286,6.583513,-0.007790,0.142857,0.285714,0.142857,0.285714,0.714286,0.285714,0.285714,0.142857,0.142857
0.074286,0.075714,-0.045714,8.571429,3.291429,-0.255714,0.578570,55.714286,10.105428,0.994865,0.000000,0.142857,0.142857,0.285714,0.428571,0.571429,0.428571,0.285714,0.142857
0.064286,0.124286,-0.084286,71.342857,2.011429,-0.015714,0.435688,41.428571,6.972312,-0.004395,0.142857,0.285714,0.142857,0.285714,0.571429,0.428571,0.285714,0.142857,0.142857
-0.355714,-0.095714,-0.141429,63.600000,1.688571,0.087143,0.731064,55.714286,6.680050,-0.004924,0.142857,0.428571,0.142857,0.285714,0.714286,0.285714,0.285714,0.142857,0.142857
-0.245714,-0.048571,0.301429,66.071429,1.914286,-0.140000,0.578780,0.000000,10.434589,1.992024,0.285714,0.285714,0.000000,0.285714,0.714286,0.285714,0.285714,0.285714,0.000000
-0.450000,-0.252857,-0.182857,69.914286,-0.528571,0.427143,0.109561,70.000000,3.294999,-1.006520,0.285714,0.428571,0.285714,0.285714,0.857143,0.142857,0.142857,0.000000,0.142857
-0.208571,-0.281429,-0.154286,-30.571429,0.270000,0.192857,0.416725,194.285714,6.651037,-0.005657,0.000000,0.428571,0.571429,0.000000,0.571429,0.428571,0.285714,0.142857,0.142857
-0.227143,0.044286,-0.112857,71.342857,-0.165714,0.372857,0.340327,55.714286,7.767848,0.031059,0.000000,0.142857,0.142857,0.428571,0.714286,0.285714,0.142857,0.142857,0.000000
-0.208571,-0.274286,-0.328571,77.657143,0.301429,0.325714,0.045763,125.714286,3.127458,-2.005812,0.142857,0.285714,0.428571,0.142857,0.714286,0.285714,0.285714,0.000000,0.285714
-0.011429,-0.264286,0.048571,-26.457143,2.927143,-0.222857,0.293566,55.714286,6.604387,-0.007058,0.285714,0.571429,0.142857,0.142857,0.571429,0.428571,0.285714,0.142857,0.142857
0.117143,0.112857,-0.057143,21.471429,4.902857,-0.471429,0.863032,55.714286,10.928302,0.995067,0.000000,0.285714,0.142857,0.285714,0.428571,0.571429,0.428571,0.285714,0.142857
-0.247143,0.148571,-0.117143,104.628571,1.461429,-0.011429,0.294788,55.714286,11.085000,0.994898,0.000000,0.285714,0.142857,0.285714,0.714286,0.285714,0.142857,0.142857,0.000000
0.147143,-0.027143,0.224286,180.685714,3.868571,-0.572857,0.245313,0.000000,11.539912,1.994157,0.142857,0.428571,0.000000,0.142857,0.428571,0.571429,0.285714,0.285714,0.000000
0.072857,0.062857,0.111429,26.200000,0.855714,0.144286,0.443721,55.714286,9.563519,1.028185,0.142857,0.142857,0.142857,0.571429,0.571429,0.428571,0.285714,0.285714,0.000000
-0.188571,-0.328571,-0.007143,-2.200000,0.491429,0.112857,0.366999,14.285714,5.105964,-0.289767,0.571429,0.571429,0.142857,0.142857,0.714286,0.285714,0.000000,0.000000,0.000000
0.035714,0.048571,-0.082857,71.342857,0.672857,0.131429,0.290223,41.428571,6.943251,-0.005127,0.142857,0.285714,0.142857,0.285714,0.571429,0.428571,0.285714,0.142857,0.142857
-0.467143,-0.257143,-0.038571,38.285714,-0.552857,0.421429,0.114667,70.000000,5.939312,-0.007227,0.285714,0.571429,0.285714,0.285714,0.857143,0.142857,0.000000,0.000000,0.000000
0.224286,0.144286,0.050000,36.085714,3.454286,-0.380000,0.401140,55.714286,9.748387,1.031018,0.000000,0.000000,0.142857,0.428571,0.428571,0.571429,0.571429,0.428571,0.142857
-0.471429,-0.304286,-0.128571,42.400000,-0.787143,0.498571,0.111540,84.285714,3.294999,-1.006520,0.428571,0.428571,0.428571,0.285714,0.857143,0.142857,0.142857,0.000000,0.142857
0.071429,-0.068571,-0.122857,-34.442857,3.505714,-0.177143,0.717801,0.000000,6.680050,-0.004924,0.142857,0.428571,0.000000,0.285714,0.428571,0.571429,0.285714,0.142857,0.142857
-0.510000,-0.014286,-0.270000,55.371429,-1.247143,0.550000,0.388406,97.142857,6.015000,-0.005094,0.000000,0.428571,0.285714,0.285714,0.857143,0.142857,0.000000,0.000000,0.000000
-0.245714,-0.167143,0.075714,71.342857,1.444286,0.055714,0.749949,111.428571,11.085000,0.994898,0.285714,0.428571,0.428571,0.142857,0.571429,0.428571,0.142857,0.142857,0.000000
-0.441429,-0.302857,-0.184286,42.400000,-0.255714,0.404286,0.130289,70.000000,2.995000,-1.007049,0.285714,0.571429,0.285714,0.285714,0.857143,0.142857,0.142857,0.000000,0.142857
0.144286,-0.302857,-0.064286,36.085714,2.224286,-0.044286,0.233774,0.000000,3.294999,-1.004386,0.285714,0.571429,0.000000,0.142857,0.428571,0.571429,0.142857,0.000000,0.142857
-0.041429,0.178571,-0.045714,0.342857,2.127143,-0.040000,0.531323,55.714286,11.085048,1.033184,0.000000,0.142857,0.142857,0.428571,0.571429,0.428571,0.285714,0.285714,0.000000
-0.101429,-0.034286,-0.185714,-34.442857,3.138571,-0.152857,0.742205,0.000000,6.680050,-0.004924,0.000000,0.428571,0.000000,0.285714,0.571429,0.428571,0.285714,0.142857,0.142857
-0.072857,0.011429,0.287143,60.571429,2.410000,-0.214286,0.408754,14.285714,10.434589,1.992024,0.285714,0.285714,0.142857,0.285714,0.571429,0.428571,0.285714,0.285714,0.000000
-0.504286,-0.002857,-0.278571,104.628571,-1.247143,0.504286,0.389371,97.142857,6.015000,-0.005094,0.000000,0.428571,0.285714,0.285714,0.857143,0.142857,0.000000,0.000000,0.000000
-0.257143,-0.074286,0.044286,0.342857,1.752857,-0.067143,0.350220,55.714286,11.085000,0.994898,0.142857,0.428571,0.142857,0.142857,0.714286,0.285714,0.142857,0.142857,0.000000
-0.175714,0.095714,0.085714,-23.671429,2.318571,-0.132857,0.467441,55.714286,11.539912,1.994157,0.000000,0.285714,0.142857,0.285714,0.571429,0.428571,0.285714,0.285714,0.000000
-0.231429,-0.101429,0.061429,98.857143,1.318571,0.052857,0.749663,125.714286,11.085000,0.994898,0.285714,0.285714,0.428571,0.142857,0.571429,0.428571,0.142857,0.142857,0.000000
-0.111429,-0.120000,-0.105714,-23.671429,3.004286,-0.101429,0.777190,0.000000,6.680050,-0.004924,0.142857,0.428571,0.000000,0.285714,0.571429,0.428571,0.285714,0.142857,0.142857
-0.734286,-0.275714,0.001429,36.085714,-2.565714,0.867143,0.151806,195.714286,6.015000,-0.005094,0.428571,0.428571,0.714286,0.142857,0.857143,0.142857,0.000000,0.000000,0.000000
-0.537143,-0.238571,-0.007143,41.585714,-1.687143,0.561429,0.077017,111.428571,5.253376,-0.147430,0.428571,0.714286,0.428571,0.142857,0.857143,0.142857,0.000000,0.000000,0.000000
-0.487143,-0.084286,-0.188571,104.628571,-0.804286,0.418571,0.322487,55.714286,6.015000,-0.005094,0.142857,0.428571,0.142857,0.285714,0.857143,0.142857,0.000000,0.000000,0.000000
0.127143,-0.314286,-0.078571,36.085714,1.857143,0.061429,0.306251,55.714286,3.294999,-1.004386,0.285714,0.571429,0.142857,0.142857,0.428571,0.571429,0.142857,0.000000,0.142857
-0.747143,-0.114286,-0.145714,81.228571,-2.172857,0.740000,0.219582,97.142857,6.015000,-0.005094,0.142857,0.571429,0.285714,0.285714,1.000000,0.000000,0.000000,0.000000,0.000000
-0.117143,-0.081429,-0.162857,14.542857,2.847143,-0.111429,0.778582,0.000000,6.680050,-0.004924,0.142857,0.285714,0.000000,0.285714,0.571429,0.428571,0.285714,0.142857,0.142857
-0.482857,-0.434286,0.088571,-12.900000,-0.385714,0.340000,0.087608,84.285714,5.939312,-0.007227,0.428571,0.714286,0.428571,0.142857,0.857143,0.142857,0.000000,0.000000,0.000000
0.091429,0.158571,0.088571,32.242857,4.605714,-0.454286,0.871735,55.714286,12.481402,1.994890,0.000000,0.285714,0.142857,0.285714,0.428571,0.571429,0.285714,0.285714,0.000000
0.150000,-0.198571,0.085714,84.042857,2.685714,-0.322857,0.128917,0.000000,10.110000,0.994166,0.142857,0.571429,0.000000,0.142857,0.428571,0.571429,0.142857,0.142857,0.000000
0.740000,-0.240000,0.231429,-3.557143,6.454286,-1.235714,0.223660,0.000000,10.183938,1.992299,0.000000,0.285714,0.000000,0.000000,0.000000,1.000000,0.857143,0.571429,0.285714
0.050000,-0.002857,-0.072857,-12.971429,3.222857,-0.122857,0.672359,0.000000,7.845682,0.033362,0.142857,0.285714,0.000000,0.428571,0.428571,0.571429,0.428571,0.285714,0.142857
0.012857,0.082857,0.004286,105.171429,0.491429,0.115714,0.290819,41.428571,10.110000,0.994166,0.142857,0.285714,0.142857,0.285714,0.571429,0.428571,0.142857,0.142857,0.000000
-0.630000,-0.058571,0.084286,88.085714,-0.204286,0.230000,0.494098,125.714286,11.085000,0.994898,0.142857,0.285714,0.428571,0.000000,0.857143,0.142857,0.142857,0.142857,0.000000
0.067500,-0.207500,-0.023750,49.500000,2.633750,-0.182500,0.517895,110.000000,6.604387,-0.007058,0.250000,0.375000,0.375000,0.125000,0.500000,0.500000,0.250000,0.125000,0.125000
-0.731250,-0.403750,0.086250,53.775000,-1.548750,0.586250,0.117784,61.250000,5.939312,-0.007227,0.500000,0.625000,0.250000,0.250000,1.000000,0.000000,0.000000,0.000000,0.000000
-0.225000,-0.361250,0.105000,74.787500,0.672500,0.260000,0.334472,12.500000,6.015000,-0.005094,0.500000,0.750000,0.125000,0.250000,0.625000,0.375000,0.000000,0.000000,0.000000
-0.691250,-0.213750,-0.036250,19.800000,-2.463750,0.648750,0.146482,133.750000,5.105964,-0.289767,0.375000,0.625000,0.375000,0.125000,1.000000,0.000000,0.000000,0.000000,0.000000
-0.530000,-0.250000,-0.252500,114.912500,-0.450000,0.338750,0.089722,72.500000,3.294999,-1.004386,0.000000,0.750000,0.250000,0.125000,0.875000,0.125000,0.125000,0.000000,0.125000
-0.513750,-0.122500,-0.132500,14.037500,-1.487500,0.556250,0.142797,146.250000,5.939312,-0.007227,0.125000,0.375000,0.375000,0.250000,0.875000,0.125000,0.000000,0.000000,0.000000
0.028750,-0.207500,0.128750,-0.675000,2.637500,-0.161250,0.278080,48.750000,11.085000,0.994898,0.375000,0.500000,0.125000,0.125000,0.375000,0.625000,0.125000,0.125000,0.000000
-0.138750,-0.100000,0.121250,14.750000,1.738750,0.017500,0.382629,48.750000,9.877730,0.992765,0.250000,0.375000,0.125000,0.250000,0.625000,0.375000,0.125000,0.125000,0.000000
-0.360000,-0.177500,0.158750,32.825000,0.976250,0.127500,0.373892,61.250000,9.877730,0.992765,0.375000,0.500000,0.250000,0.250000,0.750000,0.250000,0.125000,0.125000,0.000000
-0.050000,-0.453750,0.057500,19.862500,1.357500,0.207500,0.183602,12.500000,2.995000,-1.004916,0.625000,0.750000,0.125000,0.250000,0.500000,0.500000,0.125000,0.000000,0.125000
-0.491250,-0.205000,0.105000,126.475000,1.076250,0.065000,0.402783,61.250000,11.085000,0.994898,0.250000,0.625000,0.250000,0.125000,0.750000,0.250000,0.125000,0.125000,0.000000
-0.082500,-0.452500,0.170000,87.750000,1.082500,0.163750,0.345280,48.750000,6.015000,-0.005094,0.500000,0.875000,0.250000,0.125000,0.500000,0.500000,0.000000,0.000000,0.000000
-0.461250,0.001250,0.171250,-0.675000,2.026250,-0.010000,0.777199,61.250000,12.481402,1.994890,0.250000,0.375000,0.250000,0.250000,0.750000,0.250000,0.250000,0.250000,0.000000
-0.415000,-0.418750,0.166250,13.562500,-0.507500,0.370000,0.122758,48.750000,5.883294,-0.009361,0.500000,0.625000,0.125000,0.250000,0.875000,0.125000,0.000000,0.000000,0.000000
-0.151250,-0.370000,-0.091250,19.862500,1.337500,0.170000,0.365400,12.500000,2.995000,-1.004916,0.375000,0.750000,0.125000,0.250000,0.625000,0.375000,0.125000,0.000000,0.125000
0.722500,-0.197500,0.327500,-12.475000,6.341250,-1.268750,0.126308,0.000000,10.411039,2.991558,0.000000,0.250000,0.000000,0.000000,0.000000,1.000000,0.875000,0.625000,0.250000
-0.253750,-0.445000,0.137500,56.900000,0.431250,0.263750,0.247786,61.250000,6.015000,-0.005094,0.500000,0.875000,0.375000,0.125000,0.625000,0.375000,0.000000,0.000000,0.000000
-0.488750,-0.261250,-0.171250,58.525000,-0.517500,0.433750,0.119164,61.250000,2.995000,-1.007049,0.250000,0.500000,0.250000,0.250000,0.875000,0.125000,0.125000,0.000000,0.125000
-0.570000,-0.381250,0.096250,8.750000,-1.006250,0.503750,0.033970,61.250000,5.939312,-0.007227,0.500000,0.625000,0.250000,0.250000,0.875000,0.125000,0.000000,0.000000,0.000000
0.162500,-0.587500,0.038750,-11.287500,3.027500,-0.153750,0.297194,12.500000,5.017275,-2.069972,0.500000,0.625000,0.125000,0.250000,0.375000,0.625000,0.500000,0.250000,0.250000
-0.183750,-0.255000,-0.070000,50.887500,0.661250,0.233750,0.090539,36.250000,6.015000,-0.005094,0.250000,0.625000,0.125000,0.250000,0.625000,0.375000,0.000000,0.000000,0.000000
-0.202500,-0.401250,-0.022500,43.937500,0.932500,0.245000,0.297878,12.500000,2.995000,-1.004916,0.500000,0.750000,0.125000,0.250000,0.625000,0.375000,0.125000,0.000000,0.125000
-0.125000,-0.102500,-0.365000,99.275000,0.828750,0.277500,0.125681,0.000000,2.810538,-2.006872,0.125000,0.375000,0.000000,0.375000,0.750000,0.250000,0.250000,0.000000,0.250000
-0.480000,-0.112500,0.226250,2.175000,1.893750,-0.023750,0.101242,97.500000,12.481402,1.994890,0.250000,0.500000,0.375000,0.125000,0.750000,0.250000,0.250000,0.250000,0.000000
-0.728750,-0.462500,0.135000,8.750000,-2.387500,0.687500,0.144104,195.000000,6.015000,-0.005094,0.500000,0.500000,0.500000,0.000000,0.875000,0.125000,0.000000,0.000000,0.000000
-0.476250,-0.156250,0.060000,80.975000,1.323750,0.080000,0.053944,0.000000,11.085000,0.994898,0.250000,0.625000,0.000000,0.250000,0.750000,0.250000,0.125000,0.125000,0.000000
-0.310000,-0.203750,-0.151250,25.625000,0.070000,0.252500,0.221177,0.000000,2.994981,-1.289589,0.375000,0.750000,0.000000,0.250000,0.875000,0.125000,0.125000,0.000000,0.125000
-0.687500,-0.177500,0.065000,23.400000,-0.586250,0.385000,0.487763,146.250000,11.085000,0.994898,0.250000,0.500000,0.500000,0.125000,0.875000,0.125000,0.125000,0.125000,0.000000
0.747500,-0.131250,0.326250,-11.287500,7.512500,-1.397500,0.203290,0.000000,10.574795,2.992290,0.000000,0.250000,0.000000,0.000000,0.000000,1.000000,0.875000,0.625000,0.250000
0.020000,-0.377500,-0.058750,19.862500,1.988750,0.070000,0.300278,0.000000,2.995000,-1.004916,0.375000,0.750000,0.000000,0.250000,0.500000,0.500000,0.125000,0.000000,0.125000
